Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
matchbox-slim-fit-jeans,Matchbox' Slim Fit Jeans,"<p>Fashion has always been so temporary and uncertain. <strong>You can’t keep up with it.</strong> This social phenomenon is very whimsical, thus we as the consumers always try to stay in touch with all the latest fashion tendencies. Obviously there is nothing wrong about it because fashion satisfies our willingness to be attractive. And also fashion is the detector of prosperity and social rank.But nowadays fashion is not such unavailable as it was a couple of centuries ago.</p>
<h3>It will suit you best of all</h3>
<p><iframe src=""https://www.youtube-nocookie.com/embed/CHXRTStPrUQ?rel=0"" allowfullscreen="""" frameborder=""0"" height=""720"" width=""1280""></iframe></p>
<p>You have made the right choice.</p>
<ul>
<li>Our natural desire to wear fashionable clothes has many reasons</li>
<li>Just take a look at our assortment</li>
<li>We have foreseen all your needs</li>
</ul>
<p>So, this circumstance forced all leading successful companies to explore all needs and wishes of different groups of potential clients very deeply.</p>
<h4>Fashion has always been so temporary and uncertain</h4>
<p>The main reason of buying our clothes is the unique combination of fair price, extraordinary style and perfect quality. Here you can find garments of all sizes, colors, styles and fabrics. It will suit you best of all. Because we all live in the time of total consuming of uncountable goods and services, and this has become the main reason for the rapid growth of a so-called culture of consumption in our society. Our employees put in great efforts to make this commodity. Our good was made up by best experts with the help of most advanced technologies, and it gives us right to consider this product to be a premium one.</p>",SuitUP,Vintage,"Black, Blue, casual, clothes, fashionable, L, XL",true,Color,Blue,Size,L,Material,Leather,"",1200,shopify,100,continue,manual,140.00,144.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_1.jpg?v=1522316034,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_1.jpg?v=1522316034,lb,
matchbox-slim-fit-jeans,,,,,,,,Black,,L,,Leather,"",2500,shopify,100,deny,manual,139.00,144.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_2.jpg?v=1522316034,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_2.jpg?v=1522316034,kg,
matchbox-slim-fit-jeans,,,,,,,,Blue,,XL,,Leather,"",800,shopify,1,deny,manual,140.00,149.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_3.jpg?v=1522316034,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_3.jpg?v=1522316034,oz,
matchbox-slim-fit-jeans,,,,,,,,Black,,XL,,Fabric,"",100,shopify,13,continue,manual,141.00,147.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_4.jpg?v=1522316034,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_4.jpg?v=1522316034,g,
matchbox-slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/matchbox_slim_fit_jeans_5.jpg?v=1522316034,5,,,,,,,,,,,,,,,,,,,,
josefina-boyfriend-jeans-bright-light-broken-twill,Josefina Boyfriend Jeans Bright Light Broken Twill,"<p>And that is why we are offering you the result of great market and technological research – our magnificent product. Our employees put in great efforts to make this commodity. Our good was made up by best experts with the help of most advanced technologies, and it gives us right to consider this product to be a premium one.</p>
<h4>Fashion has always been so temporary and uncertain</h4>
<ol>
<li>With the great pleasure we are offering you our goods</li>
<li>Fashion satisfies our willingness to be attractive</li>
<li>That is why we are offering you the result of great market and technological research</li>
<li>The unique combination of fair price, extraordinary style and perfect quality</li>
</ol>
<p>So, this circumstance forced all leading successful companies to explore all needs and wishes of <strong>different groups of potential clients</strong> very deeply. And that is why we are offering you the result of great market and technological research – our magnificent product. Our employees put in great efforts to make this commodity. Fashion has always been so temporary and uncertain.</p>
<p>And also<a target=""_blank"" href=""https://www.youtube.com/watch?v=E_IG2ubeTME"" rel=""noopener noreferrer""> fashion is the detector of prosperity and social rank</a>. So, our natural desire to wear fashionable clothes has many reasons such as historical, social and others. Therefore being fashionable costs a lot of money. But nowadays fashion is not such unavailable as it was a couple of centuries ago.</p>",SuitUP,Vintage,"",true,Title,Default Title,,,,,654654654-56,0,shopify,1,deny,manual,160.00,180.00,true,false,'541265746854231,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/josefina_boyfriend_jeans_bright_light_broken_twill_1.jpg?v=1522316026,1,,false,,,,,,,,,,,,,,,,,kg,
josefina-boyfriend-jeans-bright-light-broken-twill,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/josefina_boyfriend_jeans_bright_light_broken_twill_2.jpg?v=1522316026,2,,,,,,,,,,,,,,,,,,,,
josefina-boyfriend-jeans-bright-light-broken-twill,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/josefina_boyfriend_jeans_bright_light_broken_twill_3.jpg?v=1522316026,3,,,,,,,,,,,,,,,,,,,,
josefina-boyfriend-jeans-bright-light-broken-twill,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/josefina_boyfriend_jeans_bright_light_broken_twill_4.jpg?v=1522316026,4,,,,,,,,,,,,,,,,,,,,
josefina-boyfriend-jeans-bright-light-broken-twill,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/josefina_boyfriend_jeans_bright_light_broken_twill_5.jpg?v=1522316026,5,,,,,,,,,,,,,,,,,,,,
illusion-yoke-lace-sheath-dress,Illusion Yoke Lace Sheath Dress,"<h3>Here you can find garments of all sizes, colors, styles and fabrics</h3>
<p>And that is why we are offering you the result of great market and technological research – our magnificent product. Our employees put in great efforts to make this commodity. Our good was made up by best experts with the help of most advanced technologies, and it gives us right to consider this product to be a premium one. Fashion has always been so temporary and uncertain. You can’t keep up with it.</p>
<p>Just take a look at our assortment:</p>
<ol>
<li>We have foreseen all your needs</li>
<li>The most comfortable and safety clothing for your hobby is presented in our store</li>
<li>We assure you it is really important, it shows that our good has such capacity as flexibility</li>
</ol>
<p>So, this circumstance forced all leading successful companies to explore all needs and wishes of different groups of potential clients very deeply. And that is why we are offering you the result of great market and technological research – our magnificent product. <strong>Our employees put in great efforts to make this commodity.</strong> Fashion has always been so temporary and uncertain.</p>
<h4>You have made the right choice</h4>
<p><iframe src=""https://www.youtube-nocookie.com/embed/0TSSoT4c2BI?rel=0"" allowfullscreen="""" frameborder=""0"" height=""720"" width=""1280""></iframe></p>
<p>Our product is universal because it suits <a target=""_blank"" href=""https://www.youtube.com/watch?v=CHXRTStPrUQ"" rel=""noopener noreferrer"">different customers with different demands</a>. We assure you it is really important, it shows that our good has such capacity as flexibility. And it is good for you because as we all know people change their claims with the course of time, and our good will be actual for a long time. The main reason of buying our clothes is the unique combination of fair price, extraordinary style and perfect quality.<br><br><br></p>",SuitUP,Uniforms,"Beige, Brown, sweaters, t-shirts",true,Color,Brown,,,,,'327038,4500,shopify,100,deny,manual,80.00,88.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/illusion_yoke_lace_sheath_dress_1.jpg?v=1522316017,1,,false,,,,,,,,,,,,,,,,,kg,
illusion-yoke-lace-sheath-dress,,,,,,,,Beige,,,,,'327039,4500,shopify,0,deny,manual,80.00,88.00,true,true,"",https://cdn.shopify.com/s/files/1/0017/5148/2427/products/illusion_yoke_lace_sheath_dress_2.jpg?v=1522316017,2,,,,,,,,,,,,,,,,,,,kg,
illusion-yoke-lace-sheath-dress,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/illusion_yoke_lace_sheath_dress_3.jpg?v=1522316017,3,,,,,,,,,,,,,,,,,,,,
illusion-yoke-lace-sheath-dress,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/illusion_yoke_lace_sheath_dress_4.jpg?v=1522316017,4,,,,,,,,,,,,,,,,,,,,
illusion-yoke-lace-sheath-dress,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/illusion_yoke_lace_sheath_dress_5.jpg?v=1522316017,5,,,,,,,,,,,,,,,,,,,,
crewneck-sicoca-silk-blend-sweater,Crewneck 'Sicoca' Silk Blend Sweater,"<h2>We can propose you a list of gift ideas</h2>
<p>It will suit you best of all. Because we all live in the time of total consuming of uncountable goods and services, and this has become the main reason for the rapid growth of a so-called culture of consumption in our society. So, this circumstance forced all leading successful companies to explore all needs and wishes of different groups of potential clients very deeply. Our employees put in great efforts to make this commodity.</p>
<p>So, with the great pleasure we are offering you our goods, and we are sure that only our choices of garments will suit you best. <strong>Our product is universal because it suits different customers with different demands.</strong> We assure you it is really important, it shows that our good has such capacity as flexibility.</p>
So, this circumstance forced all leading successful companies to explore all needs and wishes of different groups of potential clients very deeply. <a target=""_blank"" href=""https://www.youtube.com/watch?v=CHXRTStPrUQ"" rel=""noopener noreferrer"">And that is why we are offering you the result of great market and technological research</a> – our magnificent product. Our employees put in great efforts to make this commodity. Fashion has always been so temporary and uncertain.<br>
<ul>
<li>Just take a look at our assortment</li>
<li>We have foreseen all your needs</li>
</ul>
<p>Obviously there is nothing wrong about it because fashion satisfies our willingness to be attractive. And also fashion is the detector of prosperity and social rank. So, our natural desire to wear fashionable clothes has many reasons such as historical, social and others. Therefore being fashionable costs a lot of money. But nowadays fashion is not such unavailable as it was a couple of centuries ago.</p>",SuitUP,Sportswear,"Blue, L, XL, XXL",true,Size,L,Color,Blue,,,327AE-6,700,,99,deny,manual,119.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/crewneck_sicoca_silk_blend_sweater_1.jpg?v=1522316009,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/crewneck_sicoca_silk_blend_sweater_1.jpg?v=1522316009,kg,
crewneck-sicoca-silk-blend-sweater,,,,,,,,XL,,Blue,,,556-62225,1500,,1,deny,manual,110.00,120.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/crewneck_sicoca_silk_blend_sweater_2.jpg?v=1522316009,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/crewneck_sicoca_silk_blend_sweater_2.jpg?v=1522316009,kg,
crewneck-sicoca-silk-blend-sweater,,,,,,,,XXL,,Blue,,,'64554,300,shopify,50,deny,manual,115.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/crewneck_sicoca_silk_blend_sweater_3.jpg?v=1522316009,3,,,,,,,,,,,,,,,,,,,kg,
crewneck-sicoca-silk-blend-sweater,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/crewneck_sicoca_silk_blend_sweater_4.jpg?v=1522316009,4,,,,,,,,,,,,,,,,,,,,
crewneck-sicoca-silk-blend-sweater,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/crewneck_sicoca_silk_blend_sweater_5.jpg?v=1522316009,5,,,,,,,,,,,,,,,,,,,,
classic-fit-three-piece-check-suit,Classic Fit Three-Piece Check Suit,"<h3>You have made the right choice</h3>
<p>And it is good for you because as we all know people change their claims with the course of time, and our good will be actual for a long time. The main reason of buying our clothes is the unique combination of fair price, extraordinary style and perfect quality. Here you can find garments of all sizes, colors, styles and fabrics. It will suit you best of all. Our employees put in great efforts to make this commodity. It will suit you best of all. Because we all live in the time of total consuming of uncountable goods and services, and this has become the main reason for the rapid growth of a so-called culture of consumption in our society.</p>
<p>So, this <a target=""_blank"" href=""https://www.youtube.com/watch?v=0TSSoT4c2BI"" rel=""noopener noreferrer"">circumstance forced all leading successful companies</a> to explore all needs and wishes of different groups of potential clients very deeply. Our employees put in great efforts to make this commodity.</p>
<h3>Fashion has always been so temporary and uncertain</h3>
<p>We are lucky to have an opportunity to buy qualitative, fashionable and affordable clothes. So, with the great pleasure we are offering you our goods, and we are sure that only our choices of garments will suit you best.</p>
<p>Our product is universal because it suits different customers with different demands. We assure you it is really important, it shows that our good has such capacity as flexibility.</p>
<ul>
<li>Unique combination of fair price, extraordinary style and perfect quality</li>
<li>Just take a look at our assortment</li>
<li>We can propose you a list of gift ideas</li>
</ul>
<h3>Comfortable clothes</h3>
<p>We have foreseen all your needs.</p>
<blockquote>
<p>And it is good for you because as we all know people change their claims with the course of time, and our good will be actual for a long time. The main reason of buying our clothes is the unique combination of fair price, extraordinary style and perfect quality.</p>
</blockquote>
<p><iframe src=""https://www.youtube-nocookie.com/embed/E_IG2ubeTME?rel=0"" allowfullscreen="""" frameborder=""0"" height=""720"" width=""1280""></iframe></p>
<p>So, our natural desire to wear fashionable clothes has many reasons such as historical, social and others. Therefore being fashionable costs a lot of money. But nowadays fashion is not such unavailable as it was a couple of centuries ago. We are lucky to have an opportunity to buy qualitative, fashionable and affordable clothes. So, with the great pleasure we are offering you our goods, and we are sure that only our choices of garments will suit you best.</p>",SuitUP,Ethnic,"Black, Brown, casual, clothes, fashionable, Gray",true,Color,Gray,,,,,"",0,shopify,98,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0017/5148/2427/products/classic_fit_three-piece_check_suit_1.jpg?v=1522316000,1,,false,,,,,,,,,,,,,,,,,kg,
classic-fit-three-piece-check-suit,,,,,,,,Black,,,,,"",0,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0017/5148/2427/products/classic_fit_three-piece_check_suit_2.jpg?v=1522316000,2,,,,,,,,,,,,,,,,,,,kg,
classic-fit-three-piece-check-suit,,,,,,,,Brown,,,,,"",0,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0017/5148/2427/products/classic_fit_three-piece_check_suit_3.jpg?v=1522316000,3,,,,,,,,,,,,,,,,,,,kg,
classic-fit-three-piece-check-suit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/classic_fit_three-piece_check_suit_4.jpg?v=1522316000,4,,,,,,,,,,,,,,,,,,,,
classic-fit-three-piece-check-suit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/classic_fit_three-piece_check_suit_5.jpg?v=1522316000,5,,,,,,,,,,,,,,,,,,,,
bing-trim-fit-cotton-jersey-polo,Bing' Trim Fit Cotton Jersey Polo,"<p>Fashion has always been so temporary and uncertain. <strong>You can’t keep up with it.</strong> This social phenomenon is very whimsical, thus we as the consumers always try to stay in touch with all the latest fashion tendencies. Obviously there is nothing wrong about it because fashion satisfies our willingness to be attractive. And also fashion is the detector of prosperity and social rank.But nowadays fashion is not such unavailable as it was a couple of centuries ago.</p>
<h3>It will suit you best of all</h3>
<p><iframe src=""https://www.youtube-nocookie.com/embed/CHXRTStPrUQ?rel=0"" allowfullscreen="""" frameborder=""0"" height=""720"" width=""1280""></iframe></p>
<p>You have made the right choice.</p>
<ul>
<li>Our natural desire to wear fashionable clothes has many reasons</li>
<li>Just take a look at our assortment</li>
<li>We have foreseen all your needs</li>
</ul>
<p>So, this circumstance forced all leading successful companies to explore all needs and wishes of different groups of potential clients very deeply.</p>
<h4>Fashion has always been so temporary and uncertain</h4>
<p>The main reason of buying our clothes is the unique combination of fair price, extraordinary style and perfect quality. Here you can find garments of all sizes, colors, styles and fabrics. It will suit you best of all. Because we all live in the time of total consuming of uncountable goods and services, and this has become the main reason for the rapid growth of a so-called culture of consumption in our society. Our employees put in great efforts to make this commodity. Our good was made up by best experts with the help of most advanced technologies, and it gives us right to consider this product to be a premium one.</p>",SuitUP,Casual,"accessories, Blue, Gray, L, White, XL",true,Color,Blue,Size,L,Material,Leather,"",1200,shopify,100,continue,manual,288.00,295.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_1.jpg?v=1522315989,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_1.jpg?v=1522315989,lb,
bing-trim-fit-cotton-jersey-polo,,,,,,,,White,,L,,Leather,"",2500,shopify,100,deny,manual,290.00,295.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_2.jpg?v=1522315989,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_2.jpg?v=1522315989,kg,
bing-trim-fit-cotton-jersey-polo,,,,,,,,Gray,,XL,,Leather,"",800,shopify,1,deny,manual,285.00,299.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_3.jpg?v=1522315989,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_3.jpg?v=1522315989,oz,
bing-trim-fit-cotton-jersey-polo,,,,,,,,Green,,XL,,Fabric,"",100,shopify,13,continue,manual,290.00,299.00,true,true,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_4.jpg?v=1522315990,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_4.jpg?v=1522315990,g,
bing-trim-fit-cotton-jersey-polo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0017/5148/2427/products/bing_trim_fit_cotton_jersey_polo_5.jpg?v=1522315990,5,,,,,,,,,,,,,,,,,,,,
